"","ID","Block","ssd","condition","response","rt","img","Age","Sex"
"13325",23,4,500,200,1,1127,"Neutral",25,"female"
"13326",23,4,700,100,1,0,"Neutral",25,"female"
"13327",23,4,100,200,1,1161,"Happy",25,"female"
"13328",23,4,700,100,1,0,"Angry",25,"female"
"13329",23,4,100,200,1,1246,"Angry",25,"female"
"13330",23,4,500,200,1,1170,"Happy",25,"female"
"13331",23,4,200,200,1,1290,"Neutral",25,"female"
"13332",23,4,100,100,1,0,"Angry",25,"female"
"13333",23,4,700,200,1,1242,"Angry",25,"female"
"13334",23,4,600,100,0,830,"Happy",25,"female"
"13335",23,4,200,200,1,923,"Neutral",25,"female"
"13336",23,4,300,200,1,946,"Happy",25,"female"
"13337",23,4,500,200,1,1224,"Angry",25,"female"
"13338",23,4,100,200,1,1269,"Neutral",25,"female"
"13339",23,4,500,200,1,1018,"Neutral",25,"female"
"13340",23,4,300,200,1,1270,"Happy",25,"female"
"13341",23,4,200,200,1,1023,"Angry",25,"female"
"13342",23,4,100,100,1,0,"Happy",25,"female"
"13343",23,4,700,200,1,1043,"Happy",25,"female"
"13344",23,4,400,100,1,0,"Happy",25,"female"
"13345",23,4,500,200,1,1085,"Neutral",25,"female"
"13346",23,4,500,100,1,0,"Neutral",25,"female"
"13347",23,4,700,200,1,1139,"Neutral",25,"female"
"13348",23,4,300,100,1,0,"Angry",25,"female"
"13349",23,4,300,200,1,1011,"Happy",25,"female"
"13350",23,4,500,100,0,911,"Happy",25,"female"
"13351",23,4,400,100,1,0,"Happy",25,"female"
"13352",23,4,700,200,1,1095,"Neutral",25,"female"
"13353",23,4,100,200,1,1276,"Neutral",25,"female"
"13354",23,4,500,200,0,0,"Happy",25,"female"
"13355",23,4,600,200,1,1063,"Angry",25,"female"
"13356",23,4,500,200,1,1096,"Neutral",25,"female"
"13357",23,4,500,200,0,1035,"Neutral",25,"female"
"13358",23,4,200,200,1,938,"Angry",25,"female"
"13359",23,4,200,100,1,0,"Happy",25,"female"
"13360",23,4,700,100,0,1115,"Neutral",25,"female"
"13361",23,4,400,100,1,0,"Angry",25,"female"
"13362",23,4,300,100,1,0,"Happy",25,"female"
"13363",23,4,400,200,1,979,"Happy",25,"female"
"13364",23,4,200,200,1,1148,"Happy",25,"female"
"13365",23,4,600,100,0,1041,"Neutral",25,"female"
"13366",23,4,200,100,1,0,"Neutral",25,"female"
"13367",23,4,600,200,1,1120,"Angry",25,"female"
"13368",23,4,600,200,1,1222,"Angry",25,"female"
"13369",23,4,600,100,0,1064,"Angry",25,"female"
"13370",23,4,600,100,1,0,"Neutral",25,"female"
"13371",23,4,200,200,1,1276,"Neutral",25,"female"
"13372",23,4,600,100,0,1071,"Neutral",25,"female"
"13373",23,4,300,100,1,0,"Happy",25,"female"
"13374",23,4,500,200,1,1189,"Happy",25,"female"
"13375",23,4,200,100,1,0,"Happy",25,"female"
"13376",23,4,400,200,1,1166,"Angry",25,"female"
"13377",23,4,800,100,0,1095,"Angry",25,"female"
"13378",23,4,500,200,1,1204,"Neutral",25,"female"
"13379",23,4,500,100,1,0,"Happy",25,"female"
"13380",23,4,600,200,1,1014,"Angry",25,"female"
"13381",23,4,400,100,1,0,"Happy",25,"female"
"13382",23,4,400,100,1,0,"Neutral",25,"female"
"13383",23,4,600,100,1,0,"Angry",25,"female"
"13384",23,4,800,100,1,0,"Angry",25,"female"
"13385",23,4,800,200,1,1158,"Angry",25,"female"
"13386",23,4,300,200,1,1247,"Angry",25,"female"
"13387",23,4,500,200,0,0,"Happy",25,"female"
"13388",23,4,700,200,1,821,"Neutral",25,"female"
"13389",23,4,200,100,1,0,"Angry",25,"female"
"13390",23,4,300,200,1,921,"Neutral",25,"female"
"13391",23,4,500,100,0,834,"Neutral",25,"female"
"13392",23,4,200,100,1,0,"Neutral",25,"female"
"13393",23,4,200,200,1,949,"Happy",25,"female"
"13394",23,4,800,200,1,1060,"Happy",25,"female"
"13395",23,4,200,100,1,0,"Happy",25,"female"
"13396",23,4,700,200,1,937,"Angry",25,"female"
"13397",23,4,400,200,1,1134,"Happy",25,"female"
"13398",23,4,400,200,1,889,"Neutral",25,"female"
"13399",23,4,600,200,1,1036,"Neutral",25,"female"
"13400",23,4,700,200,1,864,"Neutral",25,"female"
"13401",23,4,400,100,1,0,"Angry",25,"female"
"13402",23,4,400,200,1,893,"Happy",25,"female"
"13403",23,4,600,200,1,976,"Happy",25,"female"
"13404",23,4,700,200,1,963,"Neutral",25,"female"
"13405",23,4,500,100,1,0,"Neutral",25,"female"
"13406",23,4,700,200,1,1049,"Angry",25,"female"
"13407",23,4,300,100,1,0,"Neutral",25,"female"
"13408",23,4,500,100,1,0,"Angry",25,"female"
"13409",23,4,300,200,0,0,"Happy",25,"female"
"13410",23,4,400,200,1,865,"Neutral",25,"female"
"13411",23,4,500,200,1,942,"Angry",25,"female"
"13412",23,4,100,200,1,1027,"Happy",25,"female"
"13413",23,4,400,100,1,0,"Happy",25,"female"
"13414",23,4,500,200,1,1010,"Happy",25,"female"
"13415",23,4,400,200,1,1054,"Neutral",25,"female"
"13416",23,4,500,100,0,857,"Angry",25,"female"
"13417",23,4,600,200,1,932,"Neutral",25,"female"
"13418",23,4,500,100,0,808,"Angry",25,"female"
"13419",23,4,500,200,1,993,"Neutral",25,"female"
"13420",23,4,300,100,1,0,"Happy",25,"female"
"13421",23,4,200,200,1,1169,"Happy",25,"female"
"13422",23,4,100,200,1,996,"Neutral",25,"female"
"13423",23,4,700,100,1,0,"Happy",25,"female"
"13424",23,4,700,100,1,0,"Happy",25,"female"
"13425",23,4,400,200,1,1161,"Angry",25,"female"
"13426",23,4,200,100,1,0,"Angry",25,"female"
"13427",23,4,100,200,1,1105,"Happy",25,"female"
"13428",23,4,600,200,1,1114,"Neutral",25,"female"
"13429",23,4,500,200,1,1046,"Angry",25,"female"
"13430",23,4,700,200,0,926,"Happy",25,"female"
"13431",23,4,600,200,1,1066,"Neutral",25,"female"
"13432",23,4,300,200,1,1052,"Happy",25,"female"
"13433",23,4,300,200,1,1220,"Happy",25,"female"
"13434",23,4,400,100,1,0,"Angry",25,"female"
"13435",23,4,500,200,1,1267,"Angry",25,"female"
"13436",23,4,600,200,1,1201,"Happy",25,"female"
"13437",23,4,100,100,1,0,"Happy",25,"female"
"13438",23,4,200,200,1,1186,"Happy",25,"female"
"13439",23,4,700,200,1,1064,"Angry",25,"female"
"13440",23,4,700,200,1,906,"Angry",25,"female"
"13441",27,1,100,100,1,0,"Neutral",21,"female"
"13442",27,1,500,200,1,503,"Neutral",21,"female"
"13443",27,1,300,200,1,670,"Neutral",21,"female"
"13444",27,1,300,100,0,709,"Neutral",21,"female"
"13445",27,1,100,100,1,0,"Neutral",21,"female"
"13446",27,1,500,200,1,739,"Neutral",21,"female"
"13447",27,1,600,200,1,988,"Neutral",21,"female"
"13448",27,1,500,100,0,765,"Neutral",21,"female"
"13449",27,1,600,200,1,1183,"Neutral",21,"female"
"13450",27,1,0,200,1,864,"Neutral",21,"female"
"13451",27,1,200,200,1,976,"Neutral",21,"female"
"13452",27,1,600,200,1,866,"Neutral",21,"female"
"13453",27,1,200,100,1,0,"Neutral",21,"female"
"13454",27,1,400,200,1,660,"Neutral",21,"female"
"13455",27,1,300,200,1,868,"Neutral",21,"female"
"13456",27,1,400,200,1,1002,"Neutral",21,"female"
"13457",27,1,400,200,1,1002,"Neutral",21,"female"
"13458",27,1,100,200,1,956,"Neutral",21,"female"
"13459",27,1,300,200,1,603,"Neutral",21,"female"
"13460",27,1,500,200,1,696,"Neutral",21,"female"
"13461",27,1,400,200,1,799,"Neutral",21,"female"
"13462",27,1,100,100,1,0,"Neutral",21,"female"
"13463",27,1,400,200,1,582,"Neutral",21,"female"
"13464",27,1,200,200,1,861,"Neutral",21,"female"
"13465",27,1,300,200,1,666,"Neutral",21,"female"
"13466",27,1,200,200,1,832,"Neutral",21,"female"
"13467",27,1,600,100,0,777,"Neutral",21,"female"
"13468",27,1,500,200,1,646,"Neutral",21,"female"
"13469",27,1,500,100,0,613,"Neutral",21,"female"
"13470",27,1,300,200,1,989,"Neutral",21,"female"
"13471",27,1,200,200,1,590,"Neutral",21,"female"
"13472",27,1,600,100,0,1053,"Neutral",21,"female"
"13473",27,1,500,200,1,786,"Neutral",21,"female"
"13474",27,1,100,200,1,964,"Neutral",21,"female"
"13475",27,1,100,200,1,706,"Neutral",21,"female"
"13476",27,1,300,200,1,779,"Neutral",21,"female"
"13477",27,1,400,100,0,699,"Neutral",21,"female"
"13478",27,1,0,200,1,1119,"Neutral",21,"female"
"13479",27,1,600,200,1,1115,"Neutral",21,"female"
"13480",27,1,500,200,1,1093,"Neutral",21,"female"
"13481",27,1,100,100,0,554,"Neutral",21,"female"
"13482",27,1,600,200,1,600,"Neutral",21,"female"
"13483",27,1,300,100,0,365,"Neutral",21,"female"
"13484",27,1,0,100,1,0,"Neutral",21,"female"
"13485",27,1,400,200,1,709,"Neutral",21,"female"
"13486",27,1,300,200,1,877,"Neutral",21,"female"
"13487",27,1,300,200,1,834,"Neutral",21,"female"
"13488",27,1,100,100,1,0,"Neutral",21,"female"
"13489",27,1,0,200,1,952,"Neutral",21,"female"
"13490",27,1,100,200,1,1195,"Neutral",21,"female"
"13491",27,1,400,200,1,1188,"Neutral",21,"female"
"13492",27,1,0,200,1,977,"Neutral",21,"female"
"13493",27,1,100,200,1,898,"Neutral",21,"female"
"13494",27,1,0,200,1,843,"Neutral",21,"female"
"13495",27,1,100,200,1,766,"Neutral",21,"female"
"13496",27,1,400,200,1,838,"Neutral",21,"female"
"13497",27,1,0,100,1,0,"Neutral",21,"female"
"13498",27,1,400,100,0,851,"Neutral",21,"female"
"13499",27,1,500,200,1,611,"Neutral",21,"female"
"13500",27,1,600,200,1,1075,"Neutral",21,"female"
"13501",27,1,500,100,1,0,"Neutral",21,"female"
"13502",27,1,100,100,1,0,"Neutral",21,"female"
"13503",27,1,200,200,1,968,"Neutral",21,"female"
"13504",27,1,100,200,1,1229,"Neutral",21,"female"
"13505",27,1,600,200,0,0,"Neutral",21,"female"
"13506",27,1,300,200,1,830,"Neutral",21,"female"
"13507",27,1,400,100,1,0,"Neutral",21,"female"
"13508",27,1,400,200,1,649,"Neutral",21,"female"
"13509",27,1,500,100,1,0,"Neutral",21,"female"
"13510",27,1,500,200,1,695,"Neutral",21,"female"
"13511",27,1,0,200,1,886,"Neutral",21,"female"
"13512",27,1,300,200,1,998,"Neutral",21,"female"
"13513",27,1,400,100,1,0,"Neutral",21,"female"
"13514",27,1,300,200,1,1226,"Neutral",21,"female"
"13515",27,1,600,200,0,0,"Neutral",21,"female"
"13516",27,1,0,200,1,711,"Neutral",21,"female"
"13517",27,1,300,200,1,542,"Neutral",21,"female"
"13518",27,1,100,200,1,1014,"Neutral",21,"female"
"13519",27,1,0,100,1,0,"Neutral",21,"female"
"13520",27,1,0,200,1,713,"Neutral",21,"female"
"13521",27,1,100,100,1,0,"Neutral",21,"female"
"13522",27,1,400,100,0,670,"Neutral",21,"female"
"13523",27,1,200,200,1,748,"Neutral",21,"female"
"13524",27,1,300,200,1,869,"Neutral",21,"female"
"13525",27,1,0,200,1,1021,"Neutral",21,"female"
"13526",27,1,0,200,0,821,"Neutral",21,"female"
"13527",27,1,300,200,1,735,"Neutral",21,"female"
"13528",27,1,0,200,1,865,"Neutral",21,"female"
"13529",27,1,400,200,1,1072,"Neutral",21,"female"
"13530",27,1,200,200,1,810,"Neutral",21,"female"
"13531",27,1,0,200,1,910,"Neutral",21,"female"
"13532",27,1,600,200,1,866,"Neutral",21,"female"
"13533",27,1,400,200,1,706,"Neutral",21,"female"
"13534",27,1,600,100,0,712,"Neutral",21,"female"
"13535",27,1,600,100,0,741,"Neutral",21,"female"
"13536",27,1,200,200,1,605,"Neutral",21,"female"
"13537",27,1,200,200,1,864,"Neutral",21,"female"
"13538",27,1,200,100,1,0,"Neutral",21,"female"
"13539",27,1,300,100,1,0,"Neutral",21,"female"
"13540",27,1,0,200,1,919,"Neutral",21,"female"
"13541",27,1,400,200,1,1163,"Neutral",21,"female"
"13542",27,1,100,200,1,895,"Neutral",21,"female"
"13543",27,1,100,200,1,958,"Neutral",21,"female"
"13544",27,1,500,200,1,903,"Neutral",21,"female"
"13545",27,1,200,200,1,885,"Neutral",21,"female"
"13546",27,1,0,200,1,788,"Neutral",21,"female"
"13547",27,1,200,200,1,901,"Neutral",21,"female"
"13548",27,1,200,200,1,850,"Neutral",21,"female"
"13549",27,1,400,100,0,900,"Neutral",21,"female"
"13550",27,1,500,200,1,763,"Neutral",21,"female"
"13551",27,1,0,200,1,914,"Neutral",21,"female"
"13552",27,1,200,200,1,689,"Neutral",21,"female"
"13553",27,1,300,200,1,1006,"Neutral",21,"female"
"13554",27,1,600,100,0,868,"Neutral",21,"female"
"13555",27,1,400,200,1,1077,"Neutral",21,"female"
"13556",27,1,600,200,1,938,"Neutral",21,"female"
"13557",27,1,100,200,1,851,"Neutral",21,"female"
"13558",27,1,300,200,1,751,"Neutral",21,"female"
"13559",27,1,300,200,1,1058,"Neutral",21,"female"
"13560",27,1,200,200,1,1065,"Neutral",21,"female"
"13561",27,1,100,100,1,0,"Neutral",21,"female"
"13562",27,1,400,200,1,910,"Neutral",21,"female"
"13563",27,1,0,200,1,839,"Neutral",21,"female"
"13564",27,1,100,200,1,851,"Neutral",21,"female"
"13565",27,1,600,200,1,848,"Neutral",21,"female"
"13566",27,1,400,200,1,827,"Neutral",21,"female"
"13567",27,1,200,200,1,829,"Neutral",21,"female"
"13568",27,1,400,100,0,835,"Neutral",21,"female"
"13569",27,1,500,200,1,1090,"Neutral",21,"female"
"13570",27,1,600,200,1,893,"Neutral",21,"female"
"13571",27,1,400,200,1,865,"Neutral",21,"female"
"13572",27,1,100,100,1,0,"Neutral",21,"female"
"13573",27,1,500,100,0,840,"Neutral",21,"female"
"13574",27,1,300,200,1,862,"Neutral",21,"female"
"13575",27,1,600,200,1,1024,"Neutral",21,"female"
"13576",27,1,100,200,1,1112,"Neutral",21,"female"
"13577",27,1,600,200,1,970,"Neutral",21,"female"
"13578",27,1,600,200,1,882,"Neutral",21,"female"
"13579",27,1,300,100,1,0,"Neutral",21,"female"
"13580",27,1,200,200,1,843,"Neutral",21,"female"
"13581",27,1,600,200,1,1073,"Neutral",21,"female"
"13582",27,1,0,200,1,1269,"Neutral",21,"female"
"13583",27,1,0,200,1,687,"Neutral",21,"female"
"13584",27,1,0,200,1,860,"Neutral",21,"female"
"13585",27,1,500,100,0,742,"Neutral",21,"female"
"13586",27,1,100,200,1,614,"Neutral",21,"female"
"13587",27,1,300,100,0,736,"Neutral",21,"female"
"13588",27,1,400,200,1,1064,"Neutral",21,"female"
"13589",27,1,0,200,1,691,"Neutral",21,"female"
"13590",27,1,100,100,1,0,"Neutral",21,"female"
"13591",27,1,0,100,1,0,"Neutral",21,"female"
"13592",27,1,500,100,0,748,"Neutral",21,"female"
"13593",27,1,400,200,1,642,"Neutral",21,"female"
"13594",27,1,300,100,0,726,"Neutral",21,"female"
"13595",27,1,100,200,1,737,"Neutral",21,"female"
"13596",27,1,0,200,1,1111,"Neutral",21,"female"
"13597",27,1,200,200,1,718,"Neutral",21,"female"
"13598",27,1,400,200,1,871,"Neutral",21,"female"
"13599",27,1,0,200,1,649,"Neutral",21,"female"
"13600",27,1,600,200,1,728,"Neutral",21,"female"
"13601",27,2,500,200,1,794,"Angry",21,"female"
"13602",27,2,0,200,1,644,"Angry",21,"female"
"13603",27,2,200,200,1,708,"Neutral",21,"female"
"13604",27,2,0,100,1,0,"Happy",21,"female"
"13605",27,2,500,100,0,697,"Neutral",21,"female"
"13606",27,2,100,200,1,850,"Happy",21,"female"
"13607",27,2,400,100,1,0,"Happy",21,"female"
"13608",27,2,200,200,1,1001,"Happy",21,"female"
"13609",27,2,200,100,1,0,"Angry",21,"female"
"13610",27,2,400,100,0,680,"Neutral",21,"female"
"13611",27,2,400,200,1,888,"Neutral",21,"female"
"13612",27,2,500,100,0,885,"Happy",21,"female"
"13613",27,2,600,200,1,1086,"Neutral",21,"female"
"13614",27,2,300,200,1,945,"Neutral",21,"female"
"13615",27,2,500,100,0,761,"Happy",21,"female"
"13616",27,2,100,100,1,0,"Angry",21,"female"
"13617",27,2,500,200,1,822,"Neutral",21,"female"
"13618",27,2,100,200,1,1071,"Neutral",21,"female"
"13619",27,2,0,200,1,945,"Neutral",21,"female"
"13620",27,2,500,100,0,873,"Angry",21,"female"
"13621",27,2,600,200,1,898,"Neutral",21,"female"
"13622",27,2,200,100,1,0,"Neutral",21,"female"
"13623",27,2,400,200,1,841,"Neutral",21,"female"
"13624",27,2,400,100,0,783,"Happy",21,"female"
"13625",27,2,300,100,1,0,"Happy",21,"female"
"13626",27,2,300,200,1,869,"Angry",21,"female"
"13627",27,2,400,200,1,1012,"Happy",21,"female"
"13628",27,2,600,200,1,928,"Neutral",21,"female"
"13629",27,2,300,100,1,0,"Angry",21,"female"
"13630",27,2,600,200,1,1177,"Angry",21,"female"
"13631",27,2,100,100,1,0,"Happy",21,"female"
"13632",27,2,400,100,0,752,"Happy",21,"female"
"13633",27,2,200,100,1,0,"Neutral",21,"female"
"13634",27,2,100,200,1,1039,"Angry",21,"female"
"13635",27,2,300,200,1,1005,"Angry",21,"female"
"13636",27,2,0,200,1,967,"Happy",21,"female"
"13637",27,2,600,100,0,904,"Neutral",21,"female"
"13638",27,2,200,100,1,0,"Angry",21,"female"
"13639",27,2,300,200,1,756,"Happy",21,"female"
"13640",27,2,0,200,1,1118,"Neutral",21,"female"
"13641",27,2,500,200,1,750,"Angry",21,"female"
"13642",27,2,500,100,0,874,"Angry",21,"female"
"13643",27,2,500,100,1,0,"Angry",21,"female"
"13644",27,2,400,200,1,1010,"Angry",21,"female"
"13645",27,2,500,200,1,1252,"Happy",21,"female"
"13646",27,2,300,200,1,1051,"Neutral",21,"female"
"13647",27,2,400,100,1,0,"Happy",21,"female"
"13648",27,2,600,200,1,1046,"Neutral",21,"female"
"13649",27,2,700,200,0,0,"Happy",21,"female"
"13650",27,2,700,200,1,824,"Angry",21,"female"
"13651",27,2,500,200,1,842,"Neutral",21,"female"
"13652",27,2,300,200,1,802,"Neutral",21,"female"
"13653",27,2,500,200,1,708,"Neutral",21,"female"
"13654",27,2,400,100,1,0,"Angry",21,"female"
"13655",27,2,200,200,1,826,"Happy",21,"female"
"13656",27,2,300,200,1,669,"Happy",21,"female"
"13657",27,2,700,100,1,0,"Angry",21,"female"
"13658",27,2,700,200,1,952,"Happy",21,"female"
"13659",27,2,400,200,0,0,"Angry",21,"female"
"13660",27,2,600,200,1,759,"Angry",21,"female"
"13661",27,2,600,200,1,767,"Neutral",21,"female"
"13662",27,2,600,200,1,1098,"Angry",21,"female"
"13663",27,2,100,200,1,828,"Happy",21,"female"
"13664",27,2,400,100,0,778,"Neutral",21,"female"
"13665",27,2,600,100,0,864,"Happy",21,"female"
"13666",27,2,400,100,1,0,"Angry",21,"female"
"13667",27,2,400,200,1,1034,"Happy",21,"female"
"13668",27,2,600,200,1,937,"Happy",21,"female"
"13669",27,2,600,200,1,1141,"Happy",21,"female"
"13670",27,2,400,200,1,957,"Angry",21,"female"
"13671",27,2,200,200,1,1201,"Happy",21,"female"
"13672",27,2,500,200,1,1224,"Neutral",21,"female"
"13673",27,2,100,100,1,0,"Neutral",21,"female"
"13674",27,2,400,200,1,860,"Angry",21,"female"
"13675",27,2,600,200,1,1037,"Angry",21,"female"
"13676",27,2,700,200,1,1018,"Neutral",21,"female"
"13677",27,2,100,200,1,1003,"Happy",21,"female"
"13678",27,2,400,200,1,1088,"Happy",21,"female"
"13679",27,2,500,200,1,916,"Angry",21,"female"
"13680",27,2,600,200,1,1136,"Neutral",21,"female"
"13681",27,2,0,200,1,829,"Neutral",21,"female"
"13682",27,2,600,200,1,814,"Happy",21,"female"
"13683",27,2,400,200,1,880,"Angry",21,"female"
"13684",27,2,0,200,1,792,"Neutral",21,"female"
"13685",27,2,200,200,1,799,"Angry",21,"female"
"13686",27,2,200,100,1,0,"Happy",21,"female"
"13687",27,2,600,100,1,0,"Happy",21,"female"
"13688",27,2,300,200,0,0,"Happy",21,"female"
"13689",27,2,400,100,1,0,"Neutral",21,"female"
"13690",27,2,200,200,0,0,"Angry",21,"female"
"13691",27,2,200,200,1,775,"Angry",21,"female"
"13692",27,2,400,200,1,994,"Angry",21,"female"
"13693",27,2,500,200,1,712,"Happy",21,"female"
"13694",27,2,500,200,1,714,"Happy",21,"female"
"13695",27,2,100,200,1,1031,"Happy",21,"female"
"13696",27,2,100,200,1,732,"Happy",21,"female"
"13697",27,2,400,100,0,633,"Angry",21,"female"
"13698",27,2,400,200,1,966,"Neutral",21,"female"
"13699",27,2,300,200,1,911,"Angry",21,"female"
"13700",27,2,200,200,1,786,"Angry",21,"female"
"13701",27,2,300,200,1,880,"Angry",21,"female"
"13702",27,2,400,200,1,813,"Angry",21,"female"
"13703",27,2,300,200,1,1004,"Happy",21,"female"
"13704",27,2,300,200,1,814,"Angry",21,"female"
"13705",27,2,100,100,1,0,"Neutral",21,"female"
"13706",27,2,100,200,1,769,"Angry",21,"female"
"13707",27,2,200,100,1,0,"Neutral",21,"female"
"13708",27,2,400,200,1,1029,"Neutral",21,"female"
"13709",27,2,500,200,1,1253,"Happy",21,"female"
"13710",27,2,0,100,1,0,"Neutral",21,"female"
"13711",27,2,600,100,0,914,"Angry",21,"female"
"13712",27,2,100,100,1,0,"Happy",21,"female"
"13713",27,2,0,200,1,990,"Neutral",21,"female"
"13714",27,2,200,200,1,1134,"Neutral",21,"female"
"13715",27,2,0,200,1,930,"Angry",21,"female"
"13716",27,2,600,100,0,870,"Angry",21,"female"
"13717",27,2,500,200,1,656,"Angry",21,"female"
"13718",27,2,200,200,1,806,"Neutral",21,"female"
"13719",27,2,200,200,1,648,"Happy",21,"female"
"13720",27,2,0,100,1,0,"Angry",21,"female"
"13721",27,2,500,200,1,749,"Neutral",21,"female"
"13722",27,2,200,200,1,912,"Happy",21,"female"
"13723",27,2,0,100,1,0,"Angry",21,"female"
"13724",27,2,400,200,1,737,"Angry",21,"female"
"13725",27,2,400,200,1,747,"Angry",21,"female"
"13726",27,2,0,200,1,750,"Happy",21,"female"
"13727",27,2,400,200,1,827,"Neutral",21,"female"
"13728",27,2,300,200,1,814,"Happy",21,"female"
"13729",27,2,400,200,1,865,"Angry",21,"female"
"13730",27,2,300,100,1,0,"Neutral",21,"female"
"13731",27,2,400,200,1,756,"Neutral",21,"female"
"13732",27,2,500,100,0,818,"Neutral",21,"female"
"13733",27,2,500,100,0,943,"Happy",21,"female"
"13734",27,2,300,100,1,0,"Happy",21,"female"
"13735",27,2,0,200,1,1001,"Happy",21,"female"
"13736",27,2,600,100,1,0,"Angry",21,"female"
"13737",27,2,400,200,1,1006,"Happy",21,"female"
"13738",27,2,400,200,1,1155,"Angry",21,"female"
"13739",27,2,0,200,1,1037,"Neutral",21,"female"
"13740",27,2,600,200,1,856,"Neutral",21,"female"
"13741",27,2,200,200,1,968,"Neutral",21,"female"
"13742",27,2,600,200,1,873,"Angry",21,"female"
"13743",27,2,600,200,1,799,"Angry",21,"female"
"13744",27,2,400,100,1,0,"Happy",21,"female"
"13745",27,2,300,200,1,793,"Angry",21,"female"
"13746",27,2,400,200,1,1108,"Angry",21,"female"
"13747",27,2,500,200,1,1070,"Neutral",21,"female"
"13748",27,2,500,200,1,902,"Angry",21,"female"
"13749",27,2,600,100,0,805,"Neutral",21,"female"
"13750",27,2,200,200,1,984,"Angry",21,"female"
"13751",27,2,200,200,1,886,"Happy",21,"female"
"13752",27,2,500,200,1,798,"Angry",21,"female"
"13753",27,2,0,200,1,842,"Angry",21,"female"
"13754",27,2,100,100,1,0,"Happy",21,"female"
"13755",27,2,500,100,0,795,"Neutral",21,"female"
"13756",27,2,400,200,1,763,"Neutral",21,"female"
"13757",27,2,300,200,1,1127,"Neutral",21,"female"
"13758",27,2,600,200,1,885,"Angry",21,"female"
"13759",27,2,400,200,1,932,"Happy",21,"female"
"13760",27,2,100,100,1,0,"Neutral",21,"female"
"13761",27,3,400,200,0,905,"Angry",21,"female"
"13762",27,3,0,200,1,1011,"Angry",21,"female"
"13763",27,3,500,100,0,739,"Happy",21,"female"
"13764",27,3,600,100,0,815,"Angry",21,"female"
"13765",27,3,100,100,1,0,"Neutral",21,"female"
"13766",27,3,100,200,1,760,"Angry",21,"female"
"13767",27,3,0,200,1,1024,"Happy",21,"female"
"13768",27,3,0,200,1,1034,"Neutral",21,"female"
"13769",27,3,100,100,1,0,"Angry",21,"female"
"13770",27,3,300,200,1,807,"Neutral",21,"female"
"13771",27,3,0,100,1,0,"Angry",21,"female"
"13772",27,3,500,100,0,832,"Angry",21,"female"
"13773",27,3,600,100,0,811,"Neutral",21,"female"
"13774",27,3,300,200,1,1035,"Neutral",21,"female"
"13775",27,3,0,200,1,915,"Angry",21,"female"
"13776",27,3,300,200,1,843,"Angry",21,"female"
"13777",27,3,200,100,1,0,"Neutral",21,"female"
"13778",27,3,200,200,1,748,"Neutral",21,"female"
"13779",27,3,300,200,1,966,"Angry",21,"female"
"13780",27,3,400,200,1,816,"Happy",21,"female"
"13781",27,3,600,200,1,724,"Happy",21,"female"
"13782",27,3,100,200,1,937,"Happy",21,"female"
"13783",27,3,500,200,1,875,"Neutral",21,"female"
"13784",27,3,200,100,1,0,"Neutral",21,"female"
"13785",27,3,200,200,1,793,"Angry",21,"female"
"13786",27,3,600,100,0,910,"Neutral",21,"female"
"13787",27,3,300,200,1,740,"Neutral",21,"female"
"13788",27,3,400,200,1,1002,"Angry",21,"female"
"13789",27,3,400,200,1,847,"Neutral",21,"female"
"13790",27,3,0,200,1,1105,"Neutral",21,"female"
"13791",27,3,600,200,1,1060,"Neutral",21,"female"
"13792",27,3,600,100,0,1056,"Happy",21,"female"
"13793",27,3,100,100,1,0,"Angry",21,"female"
"13794",27,3,400,200,1,1051,"Happy",21,"female"
"13795",27,3,600,200,1,1069,"Angry",21,"female"
"13796",27,3,200,100,1,0,"Angry",21,"female"
"13797",27,3,300,200,0,0,"Neutral",21,"female"
"13798",27,3,100,200,1,883,"Angry",21,"female"
"13799",27,3,500,200,1,1003,"Angry",21,"female"
"13800",27,3,600,200,1,972,"Angry",21,"female"
"13801",27,3,700,200,1,766,"Neutral",21,"female"
"13802",27,3,600,200,1,835,"Neutral",21,"female"
"13803",27,3,400,200,1,739,"Neutral",21,"female"
"13804",27,3,600,100,0,810,"Angry",21,"female"
"13805",27,3,600,100,0,753,"Neutral",21,"female"
"13806",27,3,400,100,1,0,"Angry",21,"female"
"13807",27,3,500,100,1,0,"Happy",21,"female"
"13808",27,3,100,200,1,1137,"Happy",21,"female"
"13809",27,3,600,200,1,986,"Neutral",21,"female"
"13810",27,3,200,200,1,837,"Neutral",21,"female"
"13811",27,3,300,200,1,1023,"Neutral",21,"female"
"13812",27,3,600,200,1,832,"Neutral",21,"female"
"13813",27,3,100,200,1,1120,"Happy",21,"female"
"13814",27,3,400,200,1,923,"Happy",21,"female"
"13815",27,3,700,200,1,1018,"Angry",21,"female"
"13816",27,3,100,100,1,0,"Neutral",21,"female"
"13817",27,3,600,200,1,761,"Happy",21,"female"
"13818",27,3,600,200,1,951,"Happy",21,"female"
"13819",27,3,300,200,1,978,"Happy",21,"female"
"13820",27,3,500,200,1,883,"Angry",21,"female"
"13821",27,3,100,200,1,741,"Angry",21,"female"
"13822",27,3,100,100,1,0,"Happy",21,"female"
"13823",27,3,600,200,1,1155,"Happy",21,"female"
"13824",27,3,300,200,1,896,"Angry",21,"female"
"13825",27,3,400,200,1,883,"Angry",21,"female"
"13826",27,3,700,200,1,763,"Happy",21,"female"
